Season,Region,Country,Week,Surveillance System Type,A not subtyped,A(H1)pdm09,A(H3),B lineage not determined,B/Vic,B/Yam
2015/2016,WHO Europe,Uzbekistan,2016-W04,Non-sentinel,0,2,0,0,0,0
2015/2016,WHO Europe,Uzbekistan,2016-W05,Non-sentinel,0,8,0,0,0,0
2015/2016,WHO Europe,Uzbekistan,2016-W06,Non-sentinel,0,16,0,0,0,0
2015/2016,WHO Europe,Uzbekistan,2016-W07,Non-sentinel,0,5,0,1,0,0
2015/2016,WHO Europe,Uzbekistan,2016-W08,Non-sentinel,0,2,0,0,0,0
2015/2016,WHO Europe,Uzbekistan,2016-W09,Non-sentinel,0,3,0,0,0,0
2015/2016,WHO Europe,Uzbekistan,2016-W10,Non-sentinel,0,0,0,0,0,0
2015/2016,WHO Europe,Uzbekistan,2016-W11,Non-sentinel,0,0,0,0,0,0
2015/2016,WHO Europe,Uzbekistan,2016-W12,Non-sentinel,0,0,0,0,0,0
2015/2016,WHO Europe,Uzbekistan,2016-W13,Non-sentinel,0,0,0,0,0,0
2015/2016,WHO Europe,Uzbekistan,2016-W14,Non-sentinel,0,0,0,0,0,0
2015/2016,WHO Europe,Uzbekistan,2016-W15,Non-sentinel,0,0,0,0,0,0
2015/2016,WHO Europe,Uzbekistan,2016-W16,Non-sentinel,0,0,0,0,0,0
2015/2016,WHO Europe,Uzbekistan,2016-W17,Non-sentinel,0,0,0,0,0,0
2015/2016,WHO Europe,Uzbekistan,2016-W19,Non-sentinel,0,0,0,0,0,0
2015/2016,WHO Europe,Uzbekistan,2016-W20,Non-sentinel,0,0,0,0,0,0
2016/2017,EU/EEA,Austria,2016-W40,Non-sentinel,0,0,0,1,0,0
2016/2017,EU/EEA,Austria,2016-W42,Non-sentinel,0,0,1,0,0,0
2016/2017,EU/EEA,Austria,2016-W44,Non-sentinel,1,0,0,0,0,0
2016/2017,EU/EEA,Austria,2016-W45,Non-sentinel,0,2,0,0,0,0
2016/2017,EU/EEA,Austria,2016-W46,Non-sentinel,1,0,0,0,0,0
2016/2017,EU/EEA,Austria,2016-W47,Non-sentinel,1,0,3,0,0,0
2016/2017,EU/EEA,Austria,2016-W48,Non-sentinel,6,0,1,0,0,0
2016/2017,EU/EEA,Austria,2016-W49,Non-sentinel,3,0,9,0,0,0
2016/2017,EU/EEA,Austria,2016-W50,Non-sentinel,15,1,33,1,0,0
2016/2017,EU/EEA,Austria,2016-W51,Non-sentinel,41,0,85,1,0,0
2016/2017,EU/EEA,Austria,2016-W52,Non-sentinel,100,4,114,2,0,0
2016/2017,EU/EEA,Austria,2017-W01,Non-sentinel,105,1,98,1,0,0
2016/2017,EU/EEA,Austria,2017-W02,Non-sentinel,168,1,109,2,0,0
2016/2017,EU/EEA,Austria,2017-W03,Non-sentinel,181,1,86,2,0,0
2016/2017,EU/EEA,Austria,2017-W04,Non-sentinel,239,2,57,3,0,0
2016/2017,EU/EEA,Austria,2017-W05,Non-sentinel,182,1,48,3,0,0
2016/2017,EU/EEA,Austria,2017-W06,Non-sentinel,131,0,36,0,0,0
2016/2017,EU/EEA,Austria,2017-W07,Non-sentinel,60,2,26,6,0,0
2016/2017,EU/EEA,Austria,2017-W08,Non-sentinel,35,1,13,5,0,0
2016/2017,EU/EEA,Austria,2017-W09,Non-sentinel,23,0,7,0,0,0
2016/2017,EU/EEA,Austria,2017-W10,Non-sentinel,10,0,1,1,0,0
2016/2017,EU/EEA,Austria,2017-W11,Non-sentinel,3,0,1,1,0,0
2016/2017,EU/EEA,Austria,2017-W12,Non-sentinel,0,1,0,3,0,0
2016/2017,EU/EEA,Austria,2017-W13,Non-sentinel,2,1,1,6,0,0
2016/2017,EU/EEA,Belgium,2016-W51,Non-sentinel,0,0,1,0,0,0
2016/2017,EU/EEA,Belgium,2016-W52,Non-sentinel,1,0,0,0,0,0
2016/2017,EU/EEA,Belgium,2017-W01,Non-sentinel,0,0,1,0,0,0
2016/2017,EU/EEA,Bulgaria,2016-W49,Non-sentinel,0,0,3,0,0,0
2016/2017,EU/EEA,Bulgaria,2016-W50,Non-sentinel,0,0,6,0,0,0
2016/2017,EU/EEA,Bulgaria,2016-W51,Non-sentinel,0,0,8,0,0,0
2016/2017,EU/EEA,Bulgaria,2016-W52,Non-sentinel,0,1,16,0,0,0
2016/2017,EU/EEA,Bulgaria,2017-W01,Non-sentinel,0,1,44,0,0,0
2016/2017,EU/EEA,Bulgaria,2017-W02,Non-sentinel,0,0,27,0,0,0
2016/2017,EU/EEA,Bulgaria,2017-W03,Non-sentinel,0,4,22,0,0,0
2016/2017,EU/EEA,Bulgaria,2017-W04,Non-sentinel,0,0,11,0,0,0
2016/2017,EU/EEA,Bulgaria,2017-W05,Non-sentinel,0,3,14,0,0,0
2016/2017,EU/EEA,Bulgaria,2017-W06,Non-sentinel,0,0,9,0,0,0
2016/2017,EU/EEA,Bulgaria,2017-W07,Non-sentinel,0,0,1,0,0,0
2016/2017,EU/EEA,Bulgaria,2017-W08,Non-sentinel,0,0,3,0,3,1
2016/2017,EU/EEA,Bulgaria,2017-W11,Non-sentinel,0,1,1,0,0,0
2016/2017,EU/EEA,Bulgaria,2017-W12,Non-sentinel,0,0,1,0,0,0
2016/2017,EU/EEA,Bulgaria,2017-W13,Non-sentinel,0,0,0,0,1,0
2016/2017,EU/EEA,Bulgaria,2017-W14,Non-sentinel,0,0,0,0,0,2
2016/2017,EU/EEA,Croatia,2016-W48,Non-sentinel,0,5,0,0,0,0
2016/2017,EU/EEA,Croatia,2016-W49,Non-sentinel,15,1,8,0,0,0
2016/2017,EU/EEA,Croatia,2016-W50,Non-sentinel,15,9,41,0,0,0
2016/2017,EU/EEA,Croatia,2016-W51,Non-sentinel,86,2,18,0,0,0
2016/2017,EU/EEA,Croatia,2016-W52,Non-sentinel,133,0,20,0,1,3
2016/2017,EU/EEA,Croatia,2017-W01,Non-sentinel,145,1,9,10,1,0
2016/2017,EU/EEA,Croatia,2017-W02,Non-sentinel,177,1,28,11,0,6
2016/2017,EU/EEA,Croatia,2017-W03,Non-sentinel,120,3,42,0,0,1
2016/2017,EU/EEA,Croatia,2017-W04,Non-sentinel,148,2,39,0,1,1
2016/2017,EU/EEA,Croatia,2017-W05,Non-sentinel,142,2,17,0,1,6
2016/2017,EU/EEA,Croatia,2017-W06,Non-sentinel,111,0,25,0,3,8
2016/2017,EU/EEA,Croatia,2017-W07,Non-sentinel,68,3,12,0,0,4
2016/2017,EU/EEA,Croatia,2017-W08,Non-sentinel,64,0,14,0,4,15
2016/2017,EU/EEA,Croatia,2017-W09,Non-sentinel,42,3,8,0,1,8
2016/2017,EU/EEA,Croatia,2017-W10,Non-sentinel,25,0,5,0,5,6
2016/2017,EU/EEA,Croatia,2017-W11,Non-sentinel,8,1,7,0,3,3
2016/2017,EU/EEA,Croatia,2017-W12,Non-sentinel,0,3,6,0,5,11
2016/2017,EU/EEA,Croatia,2017-W14,Non-sentinel,0,0,0,0,7,9
2016/2017,EU/EEA,Croatia,2017-W15,Non-sentinel,0,0,0,5,3,7
2016/2017,EU/EEA,Croatia,2017-W16,Non-sentinel,0,0,0,0,2,7
2016/2017,EU/EEA,Croatia,2017-W20,Non-sentinel,0,0,0,0,2,0
2016/2017,EU/EEA,Cyprus,2017-W01,Non-sentinel,0,0,14,0,0,0
2016/2017,EU/EEA,Cyprus,2017-W02,Non-sentinel,0,0,16,0,0,0
2016/2017,EU/EEA,Cyprus,2017-W03,Non-sentinel,0,0,13,0,0,0
2016/2017,EU/EEA,Cyprus,2017-W04,Non-sentinel,0,0,23,0,0,0
2016/2017,EU/EEA,Cyprus,2017-W05,Non-sentinel,0,0,22,0,0,0
2016/2017,EU/EEA,Cyprus,2017-W06,Non-sentinel,0,0,14,0,0,0
2016/2017,EU/EEA,Cyprus,2017-W07,Non-sentinel,0,0,3,0,0,1
2016/2017,EU/EEA,Cyprus,2017-W08,Non-sentinel,0,0,3,0,0,0
2016/2017,EU/EEA,Cyprus,2017-W09,Non-sentinel,0,0,1,0,0,0
2016/2017,EU/EEA,Cyprus,2017-W10,Non-sentinel,0,0,0,0,0,2
2016/2017,EU/EEA,Cyprus,2017-W11,Non-sentinel,0,0,0,1,0,1
2016/2017,EU/EEA,Cyprus,2017-W12,Non-sentinel,0,0,0,1,0,0
2016/2017,EU/EEA,Cyprus,2017-W13,Non-sentinel,0,0,0,2,0,2
2016/2017,EU/EEA,Cyprus,2017-W14,Non-sentinel,0,0,0,4,1,3
2016/2017,EU/EEA,Cyprus,2017-W15,Non-sentinel,0,0,0,3,1,2
2016/2017,EU/EEA,Cyprus,2017-W16,Non-sentinel,0,0,0,2,0,2
2016/2017,EU/EEA,Cyprus,2017-W17,Non-sentinel,0,0,0,2,0,2
2016/2017,EU/EEA,Cyprus,2017-W18,Non-sentinel,0,0,0,1,0,0
2016/2017,EU/EEA,Cyprus,2017-W19,Non-sentinel,0,0,0,1,0,0
2016/2017,EU/EEA,Cyprus,2017-W20,Non-sentinel,0,0,0,0,0,0
2016/2017,EU/EEA,Cyprus,2017-W21,Non-sentinel,0,0,0,0,0,0
2016/2017,EU/EEA,Cyprus,2017-W22,Non-sentinel,0,0,0,2,0,0
2016/2017,EU/EEA,Cyprus,2017-W23,Non-sentinel,0,0,0,0,0,0
2016/2017,EU/EEA,Czechia,2016-W40,Non-sentinel,0,0,0,0,0,0
2016/2017,EU/EEA,Czechia,2016-W43,Non-sentinel,0,0,0,0,0,0
2016/2017,EU/EEA,Czechia,2016-W44,Non-sentinel,0,0,1,0,0,0
2016/2017,EU/EEA,Czechia,2016-W45,Non-sentinel,0,0,0,0,0,0
2016/2017,EU/EEA,Czechia,2016-W46,Non-sentinel,0,0,1,0,0,0
2016/2017,EU/EEA,Czechia,2016-W47,Non-sentinel,0,0,0,0,0,0
2016/2017,EU/EEA,Czechia,2016-W48,Non-sentinel,0,0,1,0,0,0
2016/2017,EU/EEA,Czechia,2016-W49,Non-sentinel,0,0,2,0,0,0
2016/2017,EU/EEA,Czechia,2016-W50,Non-sentinel,1,0,3,0,0,0
2016/2017,EU/EEA,Czechia,2016-W51,Non-sentinel,1,0,13,1,0,0
2016/2017,EU/EEA,Czechia,2016-W52,Non-sentinel,2,0,17,3,0,0
2016/2017,EU/EEA,Czechia,2017-W01,Non-sentinel,3,0,31,0,1,0
2016/2017,EU/EEA,Czechia,2017-W02,Non-sentinel,1,0,17,0,0,0
2016/2017,EU/EEA,Czechia,2017-W03,Non-sentinel,1,0,25,0,0,1
2016/2017,EU/EEA,Czechia,2017-W04,Non-sentinel,3,0,19,0,0,1
2016/2017,EU/EEA,Czechia,2017-W05,Non-sentinel,3,0,15,1,0,1
2016/2017,EU/EEA,Czechia,2017-W06,Non-sentinel,1,0,19,0,2,0
2016/2017,EU/EEA,Czechia,2017-W07,Non-sentinel,0,0,9,0,1,0
2016/2017,EU/EEA,Czechia,2017-W08,Non-sentinel,0,1,4,1,0,5
2016/2017,EU/EEA,Czechia,2017-W09,Non-sentinel,1,0,1,0,0,0
2016/2017,EU/EEA,Czechia,2017-W10,Non-sentinel,0,0,2,4,1,1
2016/2017,EU/EEA,Czechia,2017-W11,Non-sentinel,0,0,0,1,0,0
2016/2017,EU/EEA,Czechia,2017-W12,Non-sentinel,0,0,0,0,0,0
2016/2017,EU/EEA,Czechia,2017-W13,Non-sentinel,0,0,0,0,0,0
2016/2017,EU/EEA,Czechia,2017-W14,Non-sentinel,0,0,0,0,0,0
2016/2017,EU/EEA,Czechia,2017-W15,Non-sentinel,0,0,0,1,0,0
2016/2017,EU/EEA,Czechia,2017-W16,Non-sentinel,0,0,0,0,0,0
2016/2017,EU/EEA,Czechia,2017-W17,Non-sentinel,0,0,0,0,0,0
2016/2017,EU/EEA,Czechia,2017-W18,Non-sentinel,0,0,0,0,0,0
2016/2017,EU/EEA,Czechia,2017-W19,Non-sentinel,0,0,0,0,0,0
2016/2017,EU/EEA,Czechia,2017-W20,Non-sentinel,2,1,0,0,0,0
2016/2017,EU/EEA,Denmark,2016-W40,Non-sentinel,3,0,1,0,0,2
2016/2017,EU/EEA,Denmark,2016-W41,Non-sentinel,0,0,0,0,0,0
2016/2017,EU/EEA,Denmark,2016-W42,Non-sentinel,0,0,2,0,0,0
2016/2017,EU/EEA,Denmark,2016-W43,Non-sentinel,7,0,2,3,0,0
2016/2017,EU/EEA,Denmark,2016-W44,Non-sentinel,1,0,1,1,0,0
2016/2017,EU/EEA,Denmark,2016-W45,Non-sentinel,1,1,2,1,0,0
2016/2017,EU/EEA,Denmark,2016-W46,Non-sentinel,2,0,3,0,0,0
2016/2017,EU/EEA,Denmark,2016-W47,Non-sentinel,12,0,7,0,0,0
2016/2017,EU/EEA,Denmark,2016-W48,Non-sentinel,14,0,9,0,0,1
2016/2017,EU/EEA,Denmark,2016-W49,Non-sentinel,22,0,21,3,0,0
2016/2017,EU/EEA,Denmark,2016-W50,Non-sentinel,36,2,43,5,1,0
2016/2017,EU/EEA,Denmark,2016-W51,Non-sentinel,70,0,51,1,0,0
2016/2017,EU/EEA,Denmark,2016-W52,Non-sentinel,103,0,101,1,0,1
2016/2017,EU/EEA,Denmark,2017-W01,Non-sentinel,105,1,112,3,0,0
2016/2017,EU/EEA,Denmark,2017-W02,Non-sentinel,157,1,132,4,0,0
2016/2017,EU/EEA,Denmark,2017-W03,Non-sentinel,179,0,140,5,0,0
2016/2017,EU/EEA,Denmark,2017-W04,Non-sentinel,297,2,157,3,0,1
2016/2017,EU/EEA,Denmark,2017-W05,Non-sentinel,288,1,260,6,0,1
2016/2017,EU/EEA,Denmark,2017-W06,Non-sentinel,327,0,195,14,0,4
2016/2017,EU/EEA,Denmark,2017-W07,Non-sentinel,331,1,182,7,0,4
2016/2017,EU/EEA,Denmark,2017-W08,Non-sentinel,276,1,136,16,0,4
2016/2017,EU/EEA,Denmark,2017-W09,Non-sentinel,133,0,76,22,0,0
2016/2017,EU/EEA,Denmark,2017-W10,Non-sentinel,94,0,49,17,0,0
2016/2017,EU/EEA,Denmark,2017-W11,Non-sentinel,62,0,33,19,0,0
2016/2017,EU/EEA,Denmark,2017-W12,Non-sentinel,29,0,14,16,0,1
2016/2017,EU/EEA,Denmark,2017-W13,Non-sentinel,20,0,6,23,0,1
2016/2017,EU/EEA,Denmark,2017-W14,Non-sentinel,10,0,6,12,0,1
2016/2017,EU/EEA,Denmark,2017-W15,Non-sentinel,2,0,4,6,0,1
2016/2017,EU/EEA,Denmark,2017-W16,Non-sentinel,2,1,1,6,0,0
2016/2017,EU/EEA,Denmark,2017-W17,Non-sentinel,8,0,0,9,0,0
2016/2017,EU/EEA,Denmark,2017-W18,Non-sentinel,1,0,0,10,0,0
2016/2017,EU/EEA,Denmark,2017-W19,Non-sentinel,1,0,1,6,0,0
2016/2017,EU/EEA,Denmark,2017-W20,Non-sentinel,1,0,0,7,0,3
2016/2017,EU/EEA,Denmark,2017-W21,Non-sentinel,0,1,0,3,0,0
2016/2017,EU/EEA,Denmark,2017-W22,Non-sentinel,1,0,0,1,0,0
2016/2017,EU/EEA,Denmark,2017-W23,Non-sentinel,0,0,0,1,0,0
2016/2017,EU/EEA,Denmark,2017-W24,Non-sentinel,1,0,0,3,0,0
2016/2017,EU/EEA,Denmark,2017-W25,Non-sentinel,0,0,0,2,0,0
2016/2017,EU/EEA,Denmark,2017-W26,Non-sentinel,2,0,0,0,0,0
2016/2017,EU/EEA,Denmark,2017-W27,Non-sentinel,5,0,0,0,0,0
2016/2017,EU/EEA,Denmark,2017-W28,Non-sentinel,0,0,0,1,0,0
2016/2017,EU/EEA,Denmark,2017-W29,Non-sentinel,1,0,0,0,0,0
2016/2017,EU/EEA,Denmark,2017-W30,Non-sentinel,4,0,0,0,0,0
2016/2017,EU/EEA,Denmark,2017-W31,Non-sentinel,2,1,0,0,0,0
2016/2017,EU/EEA,Denmark,2017-W32,Non-sentinel,2,0,0,1,0,0
2016/2017,EU/EEA,Denmark,2017-W33,Non-sentinel,5,0,0,2,0,0
2016/2017,EU/EEA,Denmark,2017-W34,Non-sentinel,2,0,0,2,0,0
2016/2017,EU/EEA,Denmark,2017-W35,Non-sentinel,0,0,0,0,0,0
2016/2017,EU/EEA,Denmark,2017-W36,Non-sentinel,0,0,0,1,0,0
2016/2017,EU/EEA,Denmark,2017-W37,Non-sentinel,4,0,0,1,0,0
2016/2017,EU/EEA,Denmark,2017-W38,Non-sentinel,5,0,0,0,0,0
2016/2017,EU/EEA,Denmark,2017-W39,Non-sentinel,0,0,0,3,0,0
2016/2017,EU/EEA,Estonia,2016-W40,Non-sentinel,1,0,0,0,0,0
2016/2017,EU/EEA,Estonia,2016-W41,Non-sentinel,0,0,0,0,0,0
2016/2017,EU/EEA,Estonia,2016-W42,Non-sentinel,0,0,0,0,0,0
2016/2017,EU/EEA,Estonia,2016-W43,Non-sentinel,0,0,0,0,0,0
2016/2017,EU/EEA,Estonia,2016-W45,Non-sentinel,0,0,0,0,0,0
2016/2017,EU/EEA,Estonia,2016-W47,Non-sentinel,1,0,4,0,0,0
2016/2017,EU/EEA,Estonia,2016-W48,Non-sentinel,12,0,2,0,0,0
2016/2017,EU/EEA,Estonia,2016-W49,Non-sentinel,15,0,1,0,0,0
2016/2017,EU/EEA,Estonia,2016-W50,Non-sentinel,35,0,8,0,0,0
2016/2017,EU/EEA,Estonia,2016-W51,Non-sentinel,103,0,0,1,0,0
2016/2017,EU/EEA,Estonia,2016-W52,Non-sentinel,149,0,0,1,0,22
2016/2017,EU/EEA,Estonia,2017-W01,Non-sentinel,117,0,11,2,0,0
2016/2017,EU/EEA,Estonia,2017-W02,Non-sentinel,107,0,6,0,0,0
2016/2017,EU/EEA,Estonia,2017-W03,Non-sentinel,126,0,4,1,0,0
2016/2017,EU/EEA,Estonia,2017-W04,Non-sentinel,104,0,0,1,0,0
2016/2017,EU/EEA,Estonia,2017-W05,Non-sentinel,97,0,6,3,0,0
2016/2017,EU/EEA,Estonia,2017-W06,Non-sentinel,42,0,7,0,0,0
2016/2017,EU/EEA,Estonia,2017-W07,Non-sentinel,67,0,0,0,0,0
2016/2017,EU/EEA,Estonia,2017-W08,Non-sentinel,40,0,0,0,0,0
2016/2017,EU/EEA,Estonia,2017-W09,Non-sentinel,18,0,0,4,0,0
2016/2017,EU/EEA,Estonia,2017-W10,Non-sentinel,9,0,3,3,0,0
2016/2017,EU/EEA,Estonia,2017-W11,Non-sentinel,11,0,1,6,0,0
2016/2017,EU/EEA,Estonia,2017-W13,Non-sentinel,4,0,1,5,0,0
2016/2017,EU/EEA,Estonia,2017-W14,Non-sentinel,5,0,0,1,0,0
2016/2017,EU/EEA,Estonia,2017-W15,Non-sentinel,1,0,0,4,0,0
2016/2017,EU/EEA,Estonia,2017-W16,Non-sentinel,0,0,0,4,0,0
2016/2017,EU/EEA,Estonia,2017-W17,Non-sentinel,1,0,0,4,0,0
2016/2017,EU/EEA,Estonia,2017-W18,Non-sentinel,0,0,0,3,0,0
2016/2017,EU/EEA,Estonia,2017-W19,Non-sentinel,0,0,0,3,0,0
2016/2017,EU/EEA,Estonia,2017-W20,Non-sentinel,2,0,0,12,0,0
2016/2017,EU/EEA,Estonia,2017-W21,Non-sentinel,1,0,0,27,0,0
2016/2017,EU/EEA,Estonia,2017-W22,Non-sentinel,1,0,0,13,0,0
2016/2017,EU/EEA,Estonia,2017-W23,Non-sentinel,0,0,0,4,0,0
2016/2017,EU/EEA,Estonia,2017-W24,Non-sentinel,0,0,0,0,0,0
2016/2017,EU/EEA,Estonia,2017-W25,Non-sentinel,0,0,0,1,0,0
2016/2017,EU/EEA,Estonia,2017-W26,Non-sentinel,0,0,0,0,0,0
2016/2017,EU/EEA,Estonia,2017-W27,Non-sentinel,1,0,0,0,0,0
2016/2017,EU/EEA,Estonia,2017-W28,Non-sentinel,0,0,0,0,0,0
2016/2017,EU/EEA,Estonia,2017-W29,Non-sentinel,0,0,0,0,0,0
2016/2017,EU/EEA,Estonia,2017-W30,Non-sentinel,1,0,0,1,0,0
2016/2017,EU/EEA,Estonia,2017-W31,Non-sentinel,0,0,0,0,0,0
2016/2017,EU/EEA,Estonia,2017-W32,Non-sentinel,0,0,0,0,0,0
2016/2017,EU/EEA,Estonia,2017-W33,Non-sentinel,1,0,0,0,0,0
2016/2017,EU/EEA,Estonia,2017-W34,Non-sentinel,0,0,0,0,0,0
2016/2017,EU/EEA,Estonia,2017-W35,Non-sentinel,0,0,0,0,0,0
2016/2017,EU/EEA,Estonia,2017-W36,Non-sentinel,0,0,0,0,0,0
2016/2017,EU/EEA,Estonia,2017-W37,Non-sentinel,0,0,0,0,0,0
2016/2017,EU/EEA,Estonia,2017-W38,Non-sentinel,0,0,0,0,0,0
2016/2017,EU/EEA,Estonia,2017-W39,Non-sentinel,0,0,0,0,0,0
2016/2017,EU/EEA,Finland,2016-W40,Non-sentinel,0,0,0,0,0,0
2016/2017,EU/EEA,Finland,2016-W41,Non-sentinel,0,0,0,0,0,0
2016/2017,EU/EEA,Finland,2016-W42,Non-sentinel,0,0,5,0,0,0
2016/2017,EU/EEA,Finland,2016-W43,Non-sentinel,0,0,5,0,0,0
2016/2017,EU/EEA,Finland,2016-W44,Non-sentinel,0,0,0,0,0,0
2016/2017,EU/EEA,Finland,2016-W45,Non-sentinel,0,0,0,0,0,0
2016/2017,EU/EEA,Finland,2016-W46,Non-sentinel,0,0,1,0,0,0
2016/2017,EU/EEA,Finland,2016-W47,Non-sentinel,0,0,1,0,0,0
2016/2017,EU/EEA,Finland,2016-W48,Non-sentinel,0,0,1,0,0,0
2016/2017,EU/EEA,Finland,2016-W49,Non-sentinel,0,0,1,0,0,0
2016/2017,EU/EEA,Finland,2016-W50,Non-sentinel,0,0,7,0,0,0
2016/2017,EU/EEA,Finland,2016-W51,Non-sentinel,0,0,6,0,0,0
2016/2017,EU/EEA,Finland,2016-W52,Non-sentinel,0,0,6,0,0,0
2016/2017,EU/EEA,Finland,2017-W01,Non-sentinel,0,0,2,0,0,0
2016/2017,EU/EEA,Finland,2017-W02,Non-sentinel,0,0,4,0,0,0
2016/2017,EU/EEA,Finland,2017-W03,Non-sentinel,0,0,1,0,0,0
2016/2017,EU/EEA,Finland,2017-W04,Non-sentinel,0,0,1,0,0,0
2016/2017,EU/EEA,Finland,2017-W05,Non-sentinel,0,0,0,0,0,0
2016/2017,EU/EEA,Finland,2017-W06,Non-sentinel,0,0,1,0,0,0
2016/2017,EU/EEA,Finland,2017-W07,Non-sentinel,0,0,2,0,0,0
2016/2017,EU/EEA,Finland,2017-W08,Non-sentinel,0,0,2,0,1,0
2016/2017,EU/EEA,Finland,2017-W09,Non-sentinel,0,0,2,0,0,1
2016/2017,EU/EEA,Finland,2017-W10,Non-sentinel,0,0,1,0,0,0
2016/2017,EU/EEA,Finland,2017-W11,Non-sentinel,0,0,4,0,1,0
2016/2017,EU/EEA,Finland,2017-W12,Non-sentinel,0,0,0,0,1,0
2016/2017,EU/EEA,Finland,2017-W13,Non-sentinel,0,0,0,0,0,0
2016/2017,EU/EEA,Finland,2017-W14,Non-sentinel,0,0,0,0,0,0
2016/2017,EU/EEA,Finland,2017-W15,Non-sentinel,0,0,0,0,0,0
2016/2017,EU/EEA,Finland,2017-W16,Non-sentinel,0,0,1,0,0,1
2016/2017,EU/EEA,Finland,2017-W17,Non-sentinel,0,0,0,0,0,0
2016/2017,EU/EEA,Finland,2017-W18,Non-sentinel,0,0,0,0,0,1
2016/2017,EU/EEA,Finland,2017-W19,Non-sentinel,0,0,0,0,0,2
2016/2017,EU/EEA,Finland,2017-W20,Non-sentinel,0,0,0,0,0,0
2016/2017,EU/EEA,Finland,2017-W21,Non-sentinel,0,0,0,0,0,0
2016/2017,EU/EEA,Finland,2017-W22,Non-sentinel,0,0,0,0,0,0
2016/2017,EU/EEA,Finland,2017-W23,Non-sentinel,0,0,0,0,0,0
2016/2017,EU/EEA,Finland,2017-W24,Non-sentinel,0,0,0,0,0,0
2016/2017,EU/EEA,Finland,2017-W25,Non-sentinel,0,0,0,0,0,0
2016/2017,EU/EEA,Finland,2017-W26,Non-sentinel,0,0,0,0,0,0
2016/2017,EU/EEA,Finland,2017-W27,Non-sentinel,0,0,0,0,0,0
2016/2017,EU/EEA,Finland,2017-W28,Non-sentinel,0,0,0,0,0,0
2016/2017,EU/EEA,Finland,2017-W29,Non-sentinel,0,0,0,0,0,0
2016/2017,EU/EEA,Finland,2017-W30,Non-sentinel,0,0,0,0,0,0
2016/2017,EU/EEA,Finland,2017-W31,Non-sentinel,0,0,0,0,0,0
2016/2017,EU/EEA,Finland,2017-W32,Non-sentinel,0,0,0,0,0,0
2016/2017,EU/EEA,Finland,2017-W33,Non-sentinel,0,0,0,0,0,0
2016/2017,EU/EEA,Finland,2017-W34,Non-sentinel,0,0,0,0,0,0
2016/2017,EU/EEA,Finland,2017-W35,Non-sentinel,0,0,1,0,0,0
2016/2017,EU/EEA,Finland,2017-W36,Non-sentinel,0,0,0,0,0,0
2016/2017,EU/EEA,Finland,2017-W37,Non-sentinel,0,1,0,0,0,2
2016/2017,EU/EEA,Finland,2017-W38,Non-sentinel,0,0,9,0,0,0
2016/2017,EU/EEA,Finland,2017-W39,Non-sentinel,0,0,1,0,0,0
2016/2017,EU/EEA,France,2016-W40,Non-sentinel,12,0,1,2,0,0
2016/2017,EU/EEA,France,2016-W41,Non-sentinel,10,0,2,0,0,0
2016/2017,EU/EEA,France,2016-W42,Non-sentinel,17,1,2,2,0,0
2016/2017,EU/EEA,France,2016-W43,Non-sentinel,11,1,3,1,0,0
2016/2017,EU/EEA,France,2016-W44,Non-sentinel,24,0,4,7,0,0
2016/2017,EU/EEA,France,2016-W45,Non-sentinel,16,0,9,0,0,0
2016/2017,EU/EEA,France,2016-W46,Non-sentinel,29,0,11,0,0,0
2016/2017,EU/EEA,France,2016-W47,Non-sentinel,40,0,22,8,0,0
2016/2017,EU/EEA,France,2016-W48,Non-sentinel,84,0,21,8,0,0
2016/2017,EU/EEA,France,2016-W49,Non-sentinel,213,1,51,3,0,0
2016/2017,EU/EEA,France,2016-W50,Non-sentinel,626,1,96,2,0,0
2016/2017,EU/EEA,France,2016-W51,Non-sentinel,1334,1,198,8,0,0
2016/2017,EU/EEA,France,2016-W52,Non-sentinel,1926,2,226,11,0,0
2016/2017,EU/EEA,France,2017-W01,Non-sentinel,1590,2,324,10,0,0
2016/2017,EU/EEA,France,2017-W02,Non-sentinel,1595,2,256,6,0,0
2016/2017,EU/EEA,France,2017-W03,Non-sentinel,1160,3,193,4,0,0
2016/2017,EU/EEA,France,2017-W04,Non-sentinel,1220,0,204,9,0,0
2016/2017,EU/EEA,France,2017-W05,Non-sentinel,1137,3,264,17,0,0
2016/2017,EU/EEA,France,2017-W06,Non-sentinel,592,2,179,11,0,0
2016/2017,EU/EEA,France,2017-W07,Non-sentinel,354,2,136,16,0,0
2016/2017,EU/EEA,France,2017-W08,Non-sentinel,143,1,66,17,0,0
2016/2017,EU/EEA,France,2017-W09,Non-sentinel,87,1,30,8,0,0
2016/2017,EU/EEA,France,2017-W10,Non-sentinel,44,1,19,7,0,0
2016/2017,EU/EEA,France,2017-W11,Non-sentinel,25,1,11,14,0,0
2016/2017,EU/EEA,France,2017-W12,Non-sentinel,12,3,8,4,0,0
2016/2017,EU/EEA,France,2017-W13,Non-sentinel,4,0,1,8,0,0
2016/2017,EU/EEA,France,2017-W14,Non-sentinel,1,0,0,2,0,0
2016/2017,EU/EEA,France,2017-W15,Non-sentinel,0,0,0,0,0,0
2016/2017,EU/EEA,Germany,2016-W40,Non-sentinel,0,0,0,0,0,0
2016/2017,EU/EEA,Germany,2016-W41,Non-sentinel,0,0,0,0,0,0
