Season,Region,Country,Week,Surveillance System Type,A not subtyped,A(H1)pdm09,A(H3),B lineage not determined,B/Vic,B/Yam
2017/2018,WHO Europe,Russian Federation,2017-W43,Non-sentinel,2,0,4,0,0,0
2017/2018,WHO Europe,Russian Federation,2017-W44,Non-sentinel,0,1,1,0,0,0
2017/2018,WHO Europe,Russian Federation,2017-W45,Non-sentinel,2,1,1,0,0,0
2017/2018,WHO Europe,Russian Federation,2017-W46,Non-sentinel,2,0,4,1,0,0
2017/2018,WHO Europe,Russian Federation,2017-W47,Non-sentinel,0,3,4,1,0,0
2017/2018,WHO Europe,Russian Federation,2017-W48,Non-sentinel,0,1,5,1,0,0
2017/2018,WHO Europe,Russian Federation,2017-W49,Non-sentinel,0,2,8,0,0,0
2017/2018,WHO Europe,Russian Federation,2017-W50,Non-sentinel,1,0,5,0,0,0
2017/2018,WHO Europe,Russian Federation,2017-W51,Non-sentinel,0,2,9,2,0,0
2017/2018,WHO Europe,Russian Federation,2017-W52,Non-sentinel,0,1,24,23,0,1
2017/2018,WHO Europe,Russian Federation,2018-W01,Non-sentinel,0,1,3,3,0,0
2017/2018,WHO Europe,Russian Federation,2018-W02,Non-sentinel,1,8,22,15,0,0
2017/2018,WHO Europe,Russian Federation,2018-W03,Non-sentinel,1,13,39,16,0,0
2017/2018,WHO Europe,Russian Federation,2018-W04,Non-sentinel,7,26,47,43,0,0
2017/2018,WHO Europe,Russian Federation,2018-W05,Non-sentinel,5,50,76,72,0,0
2017/2018,WHO Europe,Russian Federation,2018-W06,Non-sentinel,2,75,91,92,0,0
2017/2018,WHO Europe,Russian Federation,2018-W07,Non-sentinel,13,130,145,179,0,0
2017/2018,WHO Europe,Russian Federation,2018-W08,Non-sentinel,13,210,190,172,0,0
2017/2018,WHO Europe,Russian Federation,2018-W09,Non-sentinel,36,409,304,336,0,0
2017/2018,WHO Europe,Russian Federation,2018-W10,Non-sentinel,49,376,247,262,0,0
2017/2018,WHO Europe,Russian Federation,2018-W11,Non-sentinel,38,557,360,495,0,0
2017/2018,WHO Europe,Russian Federation,2018-W12,Non-sentinel,87,516,365,526,0,0
2017/2018,WHO Europe,Russian Federation,2018-W13,Non-sentinel,57,741,458,539,0,0
2017/2018,WHO Europe,Russian Federation,2018-W14,Non-sentinel,45,649,432,464,0,0
2017/2018,WHO Europe,Russian Federation,2018-W15,Non-sentinel,39,437,380,372,0,0
2017/2018,WHO Europe,Russian Federation,2018-W16,Non-sentinel,13,371,297,292,0,0
2017/2018,WHO Europe,Russian Federation,2018-W17,Non-sentinel,24,264,258,195,0,0
2017/2018,WHO Europe,Russian Federation,2018-W18,Non-sentinel,9,103,87,78,0,0
2017/2018,WHO Europe,Russian Federation,2018-W19,Non-sentinel,2,78,91,64,0,0
2017/2018,WHO Europe,Russian Federation,2018-W20,Non-sentinel,2,54,72,60,0,0
2017/2018,WHO Europe,Russian Federation,2018-W21,Non-sentinel,0,25,25,24,0,0
2017/2018,WHO Europe,Russian Federation,2018-W22,Non-sentinel,3,25,27,30,0,0
2017/2018,WHO Europe,Russian Federation,2018-W23,Non-sentinel,0,11,20,9,0,0
2017/2018,WHO Europe,Russian Federation,2018-W24,Non-sentinel,1,5,2,2,0,0
2017/2018,WHO Europe,Russian Federation,2018-W25,Non-sentinel,0,3,2,2,0,0
2017/2018,WHO Europe,Russian Federation,2018-W26,Non-sentinel,0,0,0,0,0,0
2017/2018,WHO Europe,Russian Federation,2018-W27,Non-sentinel,0,2,0,0,0,0
2017/2018,WHO Europe,Russian Federation,2018-W28,Non-sentinel,0,2,0,0,0,0
2017/2018,WHO Europe,Russian Federation,2018-W29,Non-sentinel,0,0,0,0,0,0
2017/2018,WHO Europe,Russian Federation,2018-W30,Non-sentinel,0,1,0,0,0,0
2017/2018,WHO Europe,Russian Federation,2018-W31,Non-sentinel,0,0,0,0,0,0
2017/2018,WHO Europe,Russian Federation,2018-W32,Non-sentinel,0,0,0,0,0,0
2017/2018,WHO Europe,Russian Federation,2018-W33,Non-sentinel,0,0,0,1,0,0
2017/2018,WHO Europe,Russian Federation,2018-W34,Non-sentinel,0,0,0,0,0,0
2017/2018,WHO Europe,Russian Federation,2018-W35,Non-sentinel,0,0,0,0,0,0
2017/2018,WHO Europe,Russian Federation,2018-W36,Non-sentinel,0,0,3,0,0,0
2017/2018,WHO Europe,Russian Federation,2018-W37,Non-sentinel,0,0,0,0,0,0
2017/2018,WHO Europe,Russian Federation,2018-W38,Non-sentinel,0,0,1,0,0,0
2017/2018,WHO Europe,Russian Federation,2018-W39,Non-sentinel,0,2,0,0,0,0
2017/2018,WHO Europe,Serbia,2017-W40,Non-sentinel,0,0,0,0,0,0
2017/2018,WHO Europe,Serbia,2017-W42,Non-sentinel,0,0,0,0,0,0
2017/2018,WHO Europe,Serbia,2017-W43,Non-sentinel,0,0,0,0,0,0
2017/2018,WHO Europe,Serbia,2017-W44,Non-sentinel,0,0,0,0,0,0
2017/2018,WHO Europe,Serbia,2017-W45,Non-sentinel,0,0,0,0,0,0
2017/2018,WHO Europe,Serbia,2017-W46,Non-sentinel,0,0,0,0,0,0
2017/2018,WHO Europe,Serbia,2017-W47,Non-sentinel,0,0,0,0,0,0
2017/2018,WHO Europe,Serbia,2017-W48,Non-sentinel,0,0,0,0,0,0
2017/2018,WHO Europe,Serbia,2017-W49,Non-sentinel,0,0,0,0,0,0
2017/2018,WHO Europe,Serbia,2017-W50,Non-sentinel,0,0,0,3,0,0
2017/2018,WHO Europe,Serbia,2017-W51,Non-sentinel,0,0,0,0,0,0
2017/2018,WHO Europe,Serbia,2017-W52,Non-sentinel,0,0,0,0,0,0
2017/2018,WHO Europe,Serbia,2018-W01,Non-sentinel,0,0,0,2,0,0
2017/2018,WHO Europe,Serbia,2018-W02,Non-sentinel,0,2,0,2,0,0
2017/2018,WHO Europe,Serbia,2018-W03,Non-sentinel,0,2,0,12,0,0
2017/2018,WHO Europe,Serbia,2018-W04,Non-sentinel,1,0,0,19,0,0
2017/2018,WHO Europe,Serbia,2018-W05,Non-sentinel,0,3,0,18,0,0
2017/2018,WHO Europe,Serbia,2018-W06,Non-sentinel,0,5,0,24,0,0
2017/2018,WHO Europe,Serbia,2018-W07,Non-sentinel,0,1,0,13,0,0
2017/2018,WHO Europe,Serbia,2018-W08,Non-sentinel,1,5,0,12,0,0
2017/2018,WHO Europe,Serbia,2018-W09,Non-sentinel,0,8,0,8,0,0
2017/2018,WHO Europe,Serbia,2018-W10,Non-sentinel,0,3,0,4,0,0
2017/2018,WHO Europe,Serbia,2018-W11,Non-sentinel,0,2,0,3,0,0
2017/2018,WHO Europe,Serbia,2018-W12,Non-sentinel,0,0,0,0,0,0
2017/2018,WHO Europe,Serbia,2018-W13,Non-sentinel,0,6,0,0,0,0
2017/2018,WHO Europe,Serbia,2018-W14,Non-sentinel,0,3,0,2,0,0
2017/2018,WHO Europe,Serbia,2018-W15,Non-sentinel,0,6,0,0,0,0
2017/2018,WHO Europe,Serbia,2018-W16,Non-sentinel,0,1,0,0,0,0
2017/2018,WHO Europe,Serbia,2018-W17,Non-sentinel,0,0,0,0,0,0
2017/2018,WHO Europe,Serbia,2018-W19,Non-sentinel,0,0,0,0,0,0
2017/2018,WHO Europe,Serbia,2018-W20,Non-sentinel,0,0,0,0,0,0
2017/2018,WHO Europe,Slovakia,2017-W43,Non-sentinel,0,1,0,1,0,0
2017/2018,WHO Europe,Slovakia,2017-W45,Non-sentinel,0,1,0,0,0,0
2017/2018,WHO Europe,Slovakia,2017-W46,Non-sentinel,0,1,0,0,0,0
2017/2018,WHO Europe,Slovakia,2017-W50,Non-sentinel,0,0,0,1,0,0
2017/2018,WHO Europe,Slovakia,2017-W51,Non-sentinel,0,0,0,0,0,1
2017/2018,WHO Europe,Slovakia,2018-W01,Non-sentinel,0,0,3,0,0,0
2017/2018,WHO Europe,Slovakia,2018-W02,Non-sentinel,0,1,0,1,0,1
2017/2018,WHO Europe,Slovakia,2018-W03,Non-sentinel,0,0,0,0,0,2
2017/2018,WHO Europe,Slovakia,2018-W04,Non-sentinel,0,2,0,2,0,1
2017/2018,WHO Europe,Slovakia,2018-W05,Non-sentinel,0,3,0,16,0,5
2017/2018,WHO Europe,Slovakia,2018-W06,Non-sentinel,1,3,0,8,0,11
2017/2018,WHO Europe,Slovakia,2018-W07,Non-sentinel,0,5,0,14,0,14
2017/2018,WHO Europe,Slovakia,2018-W08,Non-sentinel,0,5,0,16,0,16
2017/2018,WHO Europe,Slovakia,2018-W09,Non-sentinel,0,8,1,37,0,6
2017/2018,WHO Europe,Slovakia,2018-W10,Non-sentinel,0,3,0,16,1,4
2017/2018,WHO Europe,Slovakia,2018-W11,Non-sentinel,0,1,0,12,0,6
2017/2018,WHO Europe,Slovakia,2018-W12,Non-sentinel,0,4,0,16,1,4
2017/2018,WHO Europe,Slovakia,2018-W13,Non-sentinel,0,2,1,8,0,3
2017/2018,WHO Europe,Slovakia,2018-W14,Non-sentinel,1,1,0,4,0,2
2017/2018,WHO Europe,Slovakia,2018-W15,Non-sentinel,0,2,1,5,0,1
2017/2018,WHO Europe,Slovakia,2018-W16,Non-sentinel,0,0,0,1,0,0
2017/2018,WHO Europe,Slovakia,2018-W19,Non-sentinel,0,0,0,2,0,0
2017/2018,WHO Europe,Slovakia,2018-W20,Non-sentinel,0,0,0,1,0,0
2017/2018,WHO Europe,Slovenia,2017-W40,Non-sentinel,0,0,1,0,0,0
2017/2018,WHO Europe,Slovenia,2017-W41,Non-sentinel,0,0,0,0,0,0
2017/2018,WHO Europe,Slovenia,2017-W42,Non-sentinel,0,0,0,0,0,0
2017/2018,WHO Europe,Slovenia,2017-W43,Non-sentinel,0,0,0,0,0,0
2017/2018,WHO Europe,Slovenia,2017-W44,Non-sentinel,0,0,0,0,0,0
2017/2018,WHO Europe,Slovenia,2017-W45,Non-sentinel,0,0,0,0,0,0
2017/2018,WHO Europe,Slovenia,2017-W46,Non-sentinel,0,0,0,0,0,0
2017/2018,WHO Europe,Slovenia,2017-W47,Non-sentinel,0,0,0,0,0,1
2017/2018,WHO Europe,Slovenia,2017-W48,Non-sentinel,2,1,6,0,0,0
2017/2018,WHO Europe,Slovenia,2017-W49,Non-sentinel,8,4,0,0,0,0
2017/2018,WHO Europe,Slovenia,2017-W50,Non-sentinel,11,2,0,1,1,0
2017/2018,WHO Europe,Slovenia,2017-W51,Non-sentinel,20,0,4,2,0,0
2017/2018,WHO Europe,Slovenia,2017-W52,Non-sentinel,45,2,1,8,1,3
2017/2018,WHO Europe,Slovenia,2018-W01,Non-sentinel,37,9,1,24,0,3
2017/2018,WHO Europe,Slovenia,2018-W02,Non-sentinel,55,6,6,51,1,10
2017/2018,WHO Europe,Slovenia,2018-W03,Non-sentinel,47,4,3,63,0,6
2017/2018,WHO Europe,Slovenia,2018-W04,Non-sentinel,71,10,3,73,0,13
2017/2018,WHO Europe,Slovenia,2018-W05,Non-sentinel,81,14,0,97,0,19
2017/2018,WHO Europe,Slovenia,2018-W06,Non-sentinel,69,12,2,99,0,6
2017/2018,WHO Europe,Slovenia,2018-W07,Non-sentinel,110,18,4,81,0,11
2017/2018,WHO Europe,Slovenia,2018-W08,Non-sentinel,109,16,1,100,0,15
2017/2018,WHO Europe,Slovenia,2018-W09,Non-sentinel,95,19,1,110,0,19
2017/2018,WHO Europe,Slovenia,2018-W10,Non-sentinel,133,14,0,138,0,24
2017/2018,WHO Europe,Slovenia,2018-W11,Non-sentinel,109,19,0,106,0,15
2017/2018,WHO Europe,Slovenia,2018-W12,Non-sentinel,61,10,0,66,0,10
2017/2018,WHO Europe,Slovenia,2018-W13,Non-sentinel,70,23,0,53,0,2
2017/2018,WHO Europe,Slovenia,2018-W14,Non-sentinel,41,8,2,35,0,1
2017/2018,WHO Europe,Slovenia,2018-W15,Non-sentinel,20,10,0,22,0,2
2017/2018,WHO Europe,Slovenia,2018-W16,Non-sentinel,13,2,0,6,0,0
2017/2018,WHO Europe,Slovenia,2018-W17,Non-sentinel,7,0,0,4,0,0
2017/2018,WHO Europe,Slovenia,2018-W18,Non-sentinel,1,0,0,3,0,0
2017/2018,WHO Europe,Slovenia,2018-W19,Non-sentinel,0,0,0,0,0,0
2017/2018,WHO Europe,Slovenia,2018-W20,Non-sentinel,0,0,0,0,0,0
2017/2018,WHO Europe,Slovenia,2018-W21,Non-sentinel,0,0,0,1,0,0
2017/2018,WHO Europe,Slovenia,2018-W22,Non-sentinel,0,0,0,0,0,0
2017/2018,WHO Europe,Slovenia,2018-W23,Non-sentinel,0,0,0,0,0,0
2017/2018,WHO Europe,Slovenia,2018-W24,Non-sentinel,0,0,0,0,0,0
2017/2018,WHO Europe,Slovenia,2018-W25,Non-sentinel,0,0,0,0,0,0
2017/2018,WHO Europe,Slovenia,2018-W26,Non-sentinel,0,0,0,0,0,0
2017/2018,WHO Europe,Slovenia,2018-W27,Non-sentinel,0,0,0,0,0,0
2017/2018,WHO Europe,Slovenia,2018-W28,Non-sentinel,0,0,0,0,0,0
2017/2018,WHO Europe,Slovenia,2018-W29,Non-sentinel,0,0,0,0,0,0
2017/2018,WHO Europe,Slovenia,2018-W30,Non-sentinel,0,0,0,0,0,0
2017/2018,WHO Europe,Slovenia,2018-W31,Non-sentinel,0,0,0,0,0,0
2017/2018,WHO Europe,Slovenia,2018-W32,Non-sentinel,0,0,0,0,0,0
2017/2018,WHO Europe,Slovenia,2018-W33,Non-sentinel,0,0,0,0,0,0
2017/2018,WHO Europe,Slovenia,2018-W34,Non-sentinel,0,0,0,0,0,0
2017/2018,WHO Europe,Slovenia,2018-W35,Non-sentinel,0,0,0,0,0,0
2017/2018,WHO Europe,Slovenia,2018-W36,Non-sentinel,0,0,0,0,0,0
2017/2018,WHO Europe,Slovenia,2018-W37,Non-sentinel,0,0,0,0,0,0
2017/2018,WHO Europe,Slovenia,2018-W38,Non-sentinel,0,0,0,0,0,0
2017/2018,WHO Europe,Slovenia,2018-W39,Non-sentinel,0,0,0,0,0,0
2017/2018,WHO Europe,Spain,2017-W40,Non-sentinel,0,0,3,0,0,0
2017/2018,WHO Europe,Spain,2017-W41,Non-sentinel,0,0,0,2,0,0
2017/2018,WHO Europe,Spain,2017-W42,Non-sentinel,0,0,1,0,0,0
2017/2018,WHO Europe,Spain,2017-W43,Non-sentinel,2,0,3,9,0,0
2017/2018,WHO Europe,Spain,2017-W44,Non-sentinel,1,0,2,8,0,0
2017/2018,WHO Europe,Spain,2017-W45,Non-sentinel,3,1,4,12,0,0
2017/2018,WHO Europe,Spain,2017-W46,Non-sentinel,7,0,1,28,0,0
2017/2018,WHO Europe,Spain,2017-W47,Non-sentinel,13,5,4,80,0,0
2017/2018,WHO Europe,Spain,2017-W48,Non-sentinel,10,0,14,104,0,0
2017/2018,WHO Europe,Spain,2017-W49,Non-sentinel,48,9,9,219,0,0
2017/2018,WHO Europe,Spain,2017-W50,Non-sentinel,98,22,21,405,0,0
2017/2018,WHO Europe,Spain,2017-W51,Non-sentinel,260,24,53,704,0,0
2017/2018,WHO Europe,Spain,2017-W52,Non-sentinel,516,76,187,1283,0,0
2017/2018,WHO Europe,Spain,2018-W01,Non-sentinel,658,78,186,1768,0,0
2017/2018,WHO Europe,Spain,2018-W02,Non-sentinel,531,103,187,1328,0,0
2017/2018,WHO Europe,Spain,2018-W03,Non-sentinel,434,105,182,1201,0,0
2017/2018,WHO Europe,Spain,2018-W04,Non-sentinel,505,92,153,980,0,0
2017/2018,WHO Europe,Spain,2018-W05,Non-sentinel,396,90,110,630,0,0
2017/2018,WHO Europe,Spain,2018-W06,Non-sentinel,292,78,97,422,0,0
2017/2018,WHO Europe,Spain,2018-W07,Non-sentinel,437,99,168,373,0,0
2017/2018,WHO Europe,Spain,2018-W08,Non-sentinel,401,76,170,266,0,0
2017/2018,WHO Europe,Spain,2018-W09,Non-sentinel,346,88,126,159,0,0
2017/2018,WHO Europe,Spain,2018-W10,Non-sentinel,307,74,137,127,0,0
2017/2018,WHO Europe,Spain,2018-W11,Non-sentinel,187,42,121,96,0,0
2017/2018,WHO Europe,Spain,2018-W12,Non-sentinel,130,25,68,42,0,0
2017/2018,WHO Europe,Spain,2018-W13,Non-sentinel,85,18,74,33,0,0
2017/2018,WHO Europe,Spain,2018-W14,Non-sentinel,57,21,39,17,0,0
2017/2018,WHO Europe,Spain,2018-W15,Non-sentinel,19,10,50,12,0,0
2017/2018,WHO Europe,Spain,2018-W16,Non-sentinel,34,4,35,11,0,0
2017/2018,WHO Europe,Spain,2018-W17,Non-sentinel,27,2,20,2,0,0
2017/2018,WHO Europe,Spain,2018-W18,Non-sentinel,5,2,18,0,0,0
2017/2018,WHO Europe,Spain,2018-W19,Non-sentinel,4,3,10,1,0,0
2017/2018,WHO Europe,Spain,2018-W20,Non-sentinel,6,2,8,2,0,0
2017/2018,WHO Europe,Spain,2018-W21,Non-sentinel,2,0,5,0,0,0
2017/2018,WHO Europe,Spain,2018-W22,Non-sentinel,2,0,2,1,0,0
2017/2018,WHO Europe,Spain,2018-W23,Non-sentinel,2,0,1,0,0,0
2017/2018,WHO Europe,Spain,2018-W24,Non-sentinel,1,0,1,0,0,0
2017/2018,WHO Europe,Spain,2018-W25,Non-sentinel,1,1,0,0,0,0
2017/2018,WHO Europe,Spain,2018-W26,Non-sentinel,1,1,1,0,0,0
2017/2018,WHO Europe,Spain,2018-W27,Non-sentinel,0,0,0,0,0,0
2017/2018,WHO Europe,Spain,2018-W28,Non-sentinel,0,0,0,0,0,0
2017/2018,WHO Europe,Spain,2018-W29,Non-sentinel,1,0,0,0,0,0
2017/2018,WHO Europe,Spain,2018-W30,Non-sentinel,0,0,0,0,0,0
2017/2018,WHO Europe,Spain,2018-W31,Non-sentinel,0,0,0,0,0,0
2017/2018,WHO Europe,Spain,2018-W32,Non-sentinel,0,0,0,0,0,0
2017/2018,WHO Europe,Spain,2018-W33,Non-sentinel,0,0,0,0,0,0
2017/2018,WHO Europe,Spain,2018-W34,Non-sentinel,0,0,0,1,0,0
2017/2018,WHO Europe,Spain,2018-W35,Non-sentinel,1,0,0,0,0,0
2017/2018,WHO Europe,Spain,2018-W36,Non-sentinel,0,0,0,0,0,0
2017/2018,WHO Europe,Spain,2018-W37,Non-sentinel,0,0,1,0,0,0
2017/2018,WHO Europe,Spain,2018-W38,Non-sentinel,0,0,0,0,0,0
2017/2018,WHO Europe,Spain,2018-W39,Non-sentinel,0,1,0,0,0,0
2017/2018,WHO Europe,Sweden,2017-W40,Non-sentinel,10,0,0,0,0,0
